,Sentence,language,stopwords count,Actionable Words,Check Email,Check Phone,Check URL or Link,Sentiments,Named Entinties,Profanitries
1478,sirf pin location mention ki hoi hai proper nahi hai notes main mention tha 11 baje lanay ka Rider pin location opay haim cm call nahi uthary ,Roman Urdu,3,Null,,,,Positive,,
1479,3M535B // cm ko supplier ka number provide kar diya hai,Null,,Null,,,,,,
1480,cs ko guide kar dia hain,Roman Urdu,3,"['order', 'milk']",,,,,,
1481,NIKALI THI LEKIN SUPPLIER NE CALL DROP KARDI..,Roman Urdu,3,Null,,,,Neutral,,
1482,370U1U guided ek hi order hai milk ka ,Roman Urdu,4,Null,,,,Negative,,
1483,370U1U also guided timeline ,English,6,"['order', 'return']",,9.23E+11,,,,
1484,VF1N8P // cm shop pe nhe hai aur cm call bhi attend nhe kar rhe hain,Roman Urdu,3,"['order', 'pending', 'call', 'transfer']",Null,Null,Null,Null,['sbp'],['Null']
1485,Retailer Name:   Ehtisham Saeed\nRetailer Contact:  923095282769\nReturn Reason: B2B  Cm kay pass cash nahi hai return karna hai order,Roman Urdu,9,Null,,,,Neutral,[],[]
1486,sbp order pending call tranmsfer kardia gai hain,Roman Urdu,8,"['order', 'deliver']",,9.23E+11,,Mixed,['Daniyal Siddiqui'],
1487,2B61OM   AS PER SUPPLIER CX KI SHOP CLOSE HAI MEINE CALLS KI HAIN WOH CALL BHI PICK NHI KAR RAHE HAIN KINDLY CONFIRM KAREN.........\n\n,Roman Urdu,4,"['available', 'sheet']",,,,Neutral,,
1488,The rider has contacted us and wants to complete his order:\nCustomer name: - Daniyal Siddiqui\nCustomer number: 923313579871\nOrder ID: X1SQ3L\nReason: payment lay li hai order b deliver hogya haio arrived and complet nahi hora tha ,Roman Urdu,5,"['order', 'id', 'batane']",,,,Negative,,
1489,9ZC57D disc not available in the sheet ,English,4,"['TP Issue', ""SKU's""]",,9.23E+11,,Neutral,['Mubashir Hashmi'],
1490,supp sy bt ho rahi order id batane lagy thy pr cll ko inhu ny hold pr laga diya with greeting cll drop krdi gyi,Roman Urdu,0,['guide'],,,,,,
1491,Retailer Name:  Mubashir Hashmi\nRetailer Contact number:  923442065095\nAmount: 29 \nTP Issue SKU's:   Osnate-D 830mg+400IU,English,3,"['order', 'status', 'confirm']",,,,Neutral,,[]
1492,Bona Papa Pro Plus Economy Pack Large Diaper 50 'S - customer is item ke bare me poch rahi thin so check kr ke guide krdiya ,Roman Urdu,11,"['order', 'RETURN', 'CASH', 'SHEET']",,9.23E+11,,Neutral,[],[]
1493,ORDER KA STATUS CONFIRM KYA HAI CX KO,Roman Urdu,5,Null,,,,Neutral,,
1494,\n\nRetailer name:  Sohail Ahmed\nRetailer number: 923208337945\nOrder ID:  LFZ3E1\n\n\nAS PER SUPPLIER ORDER RETURN HOGAY HAI CASH ROOM MEN HON SHEET MEIN ADD KARDEIN..,Roman Urdu,Null,Null,Null,Null,Null,Null,['Null'],['Null']
1495,B2B - Complete Return in the closing sheet,English,0,"['address', 'update']",,,,,['CX'],
1496,GUIDED TIME LINE BA2N74,Null,4,"['transfer', 'pharmacist']",,,,Neutral,,
1497,CX KA ADDRESS UPDATE KYA HAI,Roman Urdu,4,['confirm'],,,,Neutral,,
1498,call transfer to pharmacist,English,9,"['order', 'discount']",,,,Neutral,"['Meiji Big Powder', 'Meiji FM-T Powder', 'Meiji FU Powder']",
1499,B4DRW7  // Customer ke pass cash nhe hai kindly customer se confirm kar lain,Roman Urdu,2,"['delivery', 'timeline', 'rider', 'info']",Null,Null,Null,Null,['Null'],['Null']
1500,Meiji Big Powder 400.0 gm 8PCS TP-320\nMeiji FM-T Powder 400.0 gm 8PCS TP-504\nMeiji FU Powder 400.0 gm 8PCS TP-504\nTOTAL TP-1328 ORDER ID:X92KK6\nDISCOUNT BHI ADD KIYA HAI TP CUT KARKY AFTER CUTTING AMOUNT IS - 375,English,3,"['order', 'cancel']",,,,Negative,['PRESCRIPTION'],
1501,AS PER CUS KO DELIVERY TIMLINE OR RIDER INFO PROVIDE KI HAI ,Roman Urdu,5,"['order', 'place']",,,,,,
1502,8U1X49 AS PER CUS KA ORDER CANCEL HOGAYA THA PRESCRIPTION KI WAJA SE ,Roman Urdu,2,"['order', 'delivery', 'timing', 'guide']",,,,Neutral,,
1503,AUZEB7 NEW ORDER PLACE KIYA THA CUS KI PRESCRIPTION UPLOAD KARDI THI ..,Roman Urdu,8,"['order', 'confirm']",,,,Neutral,['CUS'],
1504,V22852 \ncs ko order ki delivery timing k hawale sy guide kiya hai ,Roman Urdu,3,"['order', 'deliver']",,,,Positive,,
1505,7JOPN4 AS PER SUPPLIER CUS NE ORDER RETURN KARDIYA HAI CHANGE OF MIND KI WAJA SE KINDLY CONFIRMKAREN,Roman Urdu,9,"['order', 'return', 'confirm']",,9.23E+11,,Neutral,['Umer Mustafa'],
1506,L3A866  // Customer ko guide kar diya hai apka order within 2 to 3  hours main deliver ho jayga.,Roman Urdu,10,Null,,,,Negative,[],[]
1507,Retailer Name: Umer Mustafa\nRetailer Contact: +923008204740\n\n\nReturn Reason: AS PER SUPPLIER CUS KO ORDER PER PRICE SAMAJH NHI ARAHE HAIN ORDER RETURN KAR RAHE HAI KINDLY CONFIRM KAREN\n\n\nCow & gate Stage-1 Soft Pack Birth to 6 months Powder 400.0 gm ORDER ID:P3CGT9,Roman Urdu,2,"['order', 'return']",,,,Negative,['wrong item place'],
1508,AS PER SUPPLIER CX KI SHOP CLOSE HAI MEINE CALLS KI HAIN WOH CALL BHI PICK NHI KAR RAHE HAIN KINDLY CONFIRM KAREN.........\n09UK5C,Roman Urdu,4,"['order', 'pending']",,,,Neutral,['SBP'],[]
1509,5Q7HC5 ORDER RETURN DUE TO WRONG ITEM PLACE,English,4,"['location', 'customer', 'rabta']",,,,Neutral,,
1510,17NA1D//93TPM6 SBP draft order pending pr hai ,Roman Urdu,0,Null,,,,,[],[]
1511,2MX1PY //  Rider customer ki location pe hain aur customer se rabta nahe ho raha hai,Roman Urdu,5,"['guide', 'call', 'order', 'deliver']",,,,Positive,,
1512,50EM86 shop closed,English,2,"['order', 'confirm']",Null,9.23E+11,Null,Positive,"['Abu Bakar', 'farhan']",['Null']
1513,supplier ko guide kar dia hain cs ko call karain or order deliver karain,Roman Urdu,10,"['order', 'TCS', 'delivery', 'time', 'guide']",,,,Positive,[],[]
1514,\n\nRetailer Name: Abu bakar\nRetailer contact:   923302882881\nBooker Name:  :farhan \nOrder ID: T0BG36\n\n\nbooker ne (148 ) amount ka discount commit kiya hai kindly confirm kar dain,Roman Urdu,6,"['order', 'address', 'guide']",,9.23E+11,,,[],
1515,XZVEC0  AS PER CX APNE ORDER KI TCS DELIVERY TIME KA POCH RAHE THY SO GUIDE KAR DIYA HAI KINDLY NOTED.....\n\n,Roman Urdu,8,['Order'],,9.23E+11,,Neutral,['SBP'],
1516,Retailer Name:  Huzaifa\nRetailer Contact: 923470215754\nDescription:AS PER SUPPLIER CUS KI LOCATION PER HON OR WOH CALL PICK NHI KAR RAHE HAIN KINDLY CUS SE ADDRESS CONFIRM KARKY GUIDE KARDEIN..ORDER ID; LR4S2Q ,Roman Urdu,7,['confirm'],,,,Neutral,[],[]
1517,Customer Name:  - A\nCustomer Contact: 923082096096\nOrder ID:857STG\nDescription: cm locatin pay available nahi hain  SBP hai ,Roman Urdu,4,"['guide', 'upload', 'prescription']",Null,Null,Null,Positive,['Null'],['Null']
1518,401TAD //  Customer ke pass cash nhe hai kindly customer se confirm kar lain,Roman Urdu,,"['Order', 'Invoice']",,9.23E+11,,,,
1519,cs ko guide kiya hai k website k through prescription upload karain,Roman Urdu,6,Null,,,,Neutral,[],[]
1520,Retailer Name:   MUSTAFA\nRetailer Contact number:  923034025657\nOff - Invoice Discount Amount:  203.5693\nInvoice %: \nOrder ID:  V74QE8,Roman Urdu,9,"['return', 'order']",,,,Neutral,,
1521,57NE8B rider location pe hay but cx ka no off ja raha hay,Roman Urdu,0,"['order', 'pending', 'pay']",,,,Neutral,['medi'],[]
1522,Return Reason: B2B  Cm kay pass cash nahi hai return karna hai order,Roman Urdu,,Null,,,,,,
1523, sbp order pending pay hain medi,Roman Urdu,5,['confirm'],,,,,['Customer'],
1524,cardura 2 and 4mg tab N/A not availablle medicne to be arrange ,English,5,"['order', 'contact', 'number', 'order id', 'maloom', 'rabta', 'kar', 'rhe']",,,,,,
1525,076J46  //  Customer ke pass cash nhe hai kindly customer se confirm kar lain,Roman Urdu,11,Null,,9.23E+11,,,['Salman khan'],
1526,cm apne sbp order ke baray mai janna chahte the lakin cm ko contact number aur order id maloom nhe thi cm maloomat leke again rabta kar rhe hain\n\n,Roman Urdu,4,"['guided', 'discount']",,9.23E+11,,Neutral,[],[]
1527,3LO5E5  // Retailer Name:    Salman khan\nRetailer Contact number:  923142714101\nAmount:   total 385\nTP Issue SKU's:   Meiji Lactoless Powder 350.0 gm   126.66 \nMeiji Mamilac Powder 350.0 gm    258.34 ,Roman Urdu,0,Null,,,,,[],[]
1528,39DYFB  03162726285 guided cm  no extra discount ,Roman Urdu,6,"['customer', 'complain']",,,,Neutral,,
1529,Biozone - N / customer is item ke bare me poch rahe the so guide krdia,Roman Urdu,10,Null,,9.23E+11,,,[],[]
1530,supp return k hawale sy complain krne aye thy pr isi time mai customer ki cll agyi unhain is waja sy complain nhi banwayi hai ,Roman Urdu,21,"['Return', 'Confirm']",,9.23E+11,,,['Shezad'],
1531,1J2XW1 //  \nCustomer Name: Maha Wadood \nCustomer Contact: 923163081018\nOrder ID: 1J2XW1\nAmount:  1814 \ncase no  1667400426342 ,Roman Urdu,9,"['order', 'place']",,,,Positive,,
1532,Retailer Name: Shezad\nRetailer Contact: +923009548183\n\n\nReturn Reason: AS PER SUPPLIER CUS NE ORDER RETURN KARDIYA HAI WOH KEH RAHE HAIN K MUJHE IS SE KAM PRICE MEIN MILRAHA HAI KINDLY CONFIRM KAREN.. ORDER ID;224O6R,Roman Urdu,1,Null,,3332833908,,Neutral,[],[]
1533,HPQGVN AS PER CUS NE ORDER PLACE KARNE KA KAHA THA SO GUIDE KARKY PLACE KARDIYA HAI,Roman Urdu,3,"['order', 'delivery', 'timing', 'guide']",,,,,"['BSS391', 'cs']",
1534,1LZM0B  03332833908 guided timerlinr,Roman Urdu,4,"['confirmation', 'order']",,,,Neutral,['SBP'],
1535,BSS391 \ncs ko order ki delivery timing k hawale sy guide kiya hai ,Roman Urdu,3,"['arrangment', 'ho']",,,,,['medicines'],
1536, RZ6KYD  confirmation required draft order hai SBP ka  34967458,Roman Urdu,0,Null,support@medznmore.com,,,,,
1537,GUIDE KRDYA HAI K MEDICINES KE ARRANGMENT HO RHI,Roman Urdu,7,"['committed', 'discount']",,9.23E+11,,Positive,"['Ali', 'FAISAL BUTT']",
1538,cs ko hamari email guide ki hai wender thy stickers k or label k is liye support@medznmore.com guide ki hai ,Roman Urdu,2,['order'],,,,Neutral,[],[]
1539,The supplier has contacted that the booker is committed to him about the RS-197 discount.\n\n\nRetailer Name:Ali\nRetailer contact:+923217337333\nBooker Name: FAISAL BUTT\nOrder ID:LQK735\n\n\n confirmed that no partial / no cutting,English,5,"['guide', 'deliver']",,,,Positive,['Pakistan'],
1540,order id bata rehe thy cll drop hogyi supp ki ,Roman Urdu,4,Null,,,,Neutral,,
1541,cs ko guide kar dia hain all over pakistan deliver ki jati hain ,Roman Urdu,11,"['upload', 'guide', 'send']",,,,,['cs'],
1542,YTP4PN Nido +1 Shield Powder 900.0 gm TOTAL TP-1992 IN EACH TP-63,English,7,"['order', 'riding']",,9.23E+11,,Positive,"['SBP', 'RIDER']",[]
1543,cs khe rahe hain k prescription upload nhi ho rahi hai unhain guide kiya hai k ss send karain error ka take masla pata lag sakhe,Roman Urdu,6,"['order', 'placed', 'karin', 'gy', 'order', 'delivered', 'hoga']",,,,Neutral,,
1544,851X16 Customer name: Shaista Rafat\nCustomer number: 923363661992\nOrder ID: 851X16\nReason: AS PER RIDER SBP ORDER CUS KO DE DIYA HAI COMPLETE KARDEIN SO KARDIYA OR RIDER KO APP UPDATE KARNE K LIYE GUIDE KARDIYA HAI..,Roman Urdu,5,"['complain', 'adjustment', 'guide']",,,,Neutral,,
1545,cs ko guide kar dia hain aj order placed karin gy tw kal order delivered hoga,Roman Urdu,4,['order'],,,,Neutral,['sbp'],[]
1546,4SE8G3 supp khene aye thy k in cs ki koi previous complain add hai adjustment k liye unhain guide kiya hai k complain nhi bani hui hai ,Roman Urdu,6,"['order', 'delivery', 'timing', 'guide']",,,,,,
1547,34553477 sbp order tha normal krdoya cm nay ,Roman Urdu,8,"['order', 'return', 'confirm']",,,,Negative,,
1548,5320T6 \ncs ko order ki delivery timing k hawale sy guide kiya hai ,Roman Urdu,7,"['order', 'id']",,,,Mixed,[],[]
1549,1V50L5 AS PER SUPPLIER CUX KE PASS CASH NHI HAI UNHE PARTIAL KI BHI OFFER KI THI LEKIN CUX K PASS BILKUL CASH NHI HAI ISLIYE ORDER RETURN KAR RAHE HAIN KINDLY CONFIRM KAREN....,Roman Urdu,3,"['guide', 'confirmation', 'pharmacist', 'call back']",,,,Positive,['pharmacist'],
1550,cs sy bt ho rahi thi khe rahe thy order nhi aya mazeed order id lyne k liye bt hoti cll drop hogyi,Roman Urdu,15,"['order', 'call']",,,,Neutral,"['cm', 'army']",
1551,guide kar dia hain conmfirmation k liye pharmacist call back karain gy,Roman Urdu,5,"['order', 'disc']",,9.23E+11,,Neutral,,
1552,Order ID:93LLWS\nDescription: cm unreachable hauin bahar say call krra hu agay army ka area hai .. khookra par road ki location hai rider pin locatiopn pay chale guy hian call kre hain cm ko utha nahi rahe ,Roman Urdu,6,['order'],,9.23E+11,,Neutral,,
1553,\n\nRetailer Name: Al Falah Pharmacy\nRetailer contact: 923124341290\nBooker Name: Na \nOrder ID:32060E\n\n\n327 ka disc diya hai ,English,7,Null,,,,Neutral,,
1554,Retailer Name:  amir\nRetailer Contact number:  +923212422055\nOff - Invoice Discount Amount:  4331\nInvoice %: \nOrder ID:  H59D36,Roman Urdu,9,"['confirm', 'kar dain']",,9.23E+11,,Neutral,"['Asim', 'Rizwan']",
1555,Description: cm kehri hain main available nahi hu ;ocation pay ,Roman Urdu,2,['guide'],,9.23E+11,,Neutral,['CS'],
1556,Retailer Name:  Asim \nRetailer contact:  923350537500\nBooker Name: Rizwan\nOrder ID: 4T9FTH \n\n\nbooker ne (13508) amount ka discount commit kiya hai kinldy confirm kar dain\n\n,Roman Urdu,3,"['complete', 'order']",,,,Positive,['supplier'],[]
1557,1HWX52 cs ko rider ka num guide kiya hai ,Roman Urdu,7,"['order', 'deliver', 'call back', 'guide']",,,,Neutral,"['ECOCEG', 'SBP Order', 'Rock-D 600mg Tablet']",
1558,as per supplier order complete kar dia hain,Roman Urdu,7,"['guide', 'approve']",,,,Neutral,,
1559,ECOCEG  AS PER SBP ORDER CUS KA KEHNA HAI K MERI REMAINING MEDICINE HAI Rock-D 600mg Tablet 30.0 'S 1PCS  KAB DELIVER HOGA CALL BACK KARKY GUIDE KARDEIN....,Roman Urdu,5,"['order', 'return']",,,,Negative,,
1560,Supplier ko guide kar diya hai discount approve nahe hai. //  31D389,Roman Urdu,3,"['order', 'pending', 'guide', 'forward']",,,,,[],[]
1561,1668681985427 previous maijn bola tha order return ka guided number NR tha isly7er return nahi hua kiondly return ,Roman Urdu,3,"['order', 'return']",,9.23E+11,,,,
1562,G68336//LKNTQM cs k do order hain pending pr hain cs inhi order ka batane aye thy pr inki cll drop hogyi unhain mazeed guide krta pr agy forward kiye ja rahe hain ,Roman Urdu,,Null,,,,Negative,,
1563,Retailer Name: - SUNIL KUMAR\nRetailer Contact:  923323238173\nDescription: cm kehre hian 1.5% \npay nahi 2 % pay chye order return krdiya ,Roman Urdu,2,['order'],,3342376753,,,,
1564,DISCOUNT NO APPROVED,English,4,"['order', 'pending', 'call', 'transfer', 'pharmacist']",,,,Neutral,['sbp'],
1565,f3zc6a  not order found  03342376753,Roman Urdu,,Null,,,,,,
1566,sbp order pending call transfer to pharmacist,English,6,"['available', 'sheet']",,,,Neutral,,
1567,caller ki cll drop hogyi thi,Roman Urdu,0,Null,,9.23E+11,,,[],[]
1568,31D389 disc not available in the sheet ,English,5,"['acc', 'create', 'order', 'place']",,,,Positive,,
1569,03147714020 // incomplete info,Roman Urdu,6,['deliver'],,,,Positive,[],[]
1570,cs ko guide kardia hai k ap acc create karein then order place kardeingye ,Roman Urdu,3,Null,,9.23E+11,,Neutral,[],[]
1571,ZB1R03 // Customer ko guide kar diya hai apka order jald se jald deliver ho jayga,Roman Urdu,5,"['order', 'delivery', 'timing']",,,,,,
1572,OB37EX  03215332149 return due to NR,Roman Urdu,4,"['order', 'deliver']",,,,Positive,['TCS'],[]
1573,2ZI0L9 Cs ko order ki delivery timing k hawale sy guide kiya hai ,Roman Urdu,6,"['order', 'place']",,,,Negative,['Abdul Samad'],[]
1574,cs ko guide kardia hai k ap k order tcs k zariye deliver hoga ,Roman Urdu,6,"['order', 'place', 'kiya']",Null,Null,Null,Negative,['Abdul Samad'],['cm']
1575,booker name abdul samad hai cm bol rhe hain mene koi order place nhe kiya hai   //  N13JB9\n\n,Roman Urdu,7,"['supplier', 'issue', 'communication', 'call', 'drop']",,,,,[],[]
1576,N13JB9 //  booker name abdul samad hai cm bol rhe hain mene koi order place nhe kiya hai ,Roman Urdu,11,['order'],,9.23E+11,,,['Zaman Shah'],
1577,52P3UR /// supplier ka tp issue tha lkn supplier ki during cummunication call drop ho gai,Roman Urdu,7,['order'],,,,Negative,,
1578,31D389  //  Retailer Name:  Zaman Shah \nRetailer Contact number:    923011186423\nOff - Invoice Discount Amount:   552 \nInvoice %:  Growth Discount\nOrder ID:   31D389,English,6,Null,,,,,[],[]
1579,Order ID:K8PUBI\n\n\nB2C  Cm unreachable hai  adress complete nahi  house # mention nahi kiya hua  ,Roman Urdu,0,Null,,,,Neutral,[],[]
1580,Betnovate-N 0.1%+0.5% Cream 3LXRJZ tp issue tha inka multiple product mai  issue tha ,Roman Urdu,,Null,,,,,,
1581,PREVIOUS COMPLAIN K BARY M POCH RHY THY CX,Roman Urdu,Null,Null,Null,Null,Null,Null,[],[]
1582,1668685440842 // N13JB9 // Guided,English,Null,Null,Null,Null,Null,Null,Null,Null
1583,N13JB9 // 1668685440842 /// Guided,Null,6,"['issue', 'complain', 'noted']",,,,Neutral,,
1584,1668685440842 // N13JB9 // Guided,Null,5,"['SUPPLIER', 'GUIDE', 'WAREHOUSE', 'INFORM', 'PARTIAL']",,,,Neutral,,
1585,1MYR65 AS PER CUS NE TP ISSUE KI COMLAIN KI HAI SO NOTED,Roman Urdu,5,['order'],,,,Positive,,[]
1586,SUPPLIER KO GUIDE KEDYA HAI K PEHLY WAREHOUSE M INFORM KRY THEN PARTIAL HOGA YHA SY,Roman Urdu,17,"['order', 'status', 'complete', 'rider', 'cm', 'order', 'guide', 'warehouse', 'inform']",,,,Positive,,
1587,cs ko guide kardia hai k ap new order karlein item return nh hoga ,Roman Urdu,10,"['order', 'forward']",,,,Neutral,,
1588,75S0QK  // order status compelete tha aur rider ko cm bol rhe hain mujhe order already mil gaya hai mene guide kar diya hai order alreay compelete hai ap wearhouse pe inform kar dain ,Roman Urdu,4,"['Booker', 'Discount', 'confirmation']",,,,,,
1589,ED2E70 AS PER CUS KA ORDER 2 HOURS SE CONFIRM THA SO CASE AGY FORWARD KARDIYA HAI,Roman Urdu,,Null,,,,,,
1590,4T9FTH Booker Discount confirmation ISL ,Roman Urdu,5,"['order', 'complete']",,,,Positive,['supplier'],
1591,cs ka feedback not kar lia hain,Roman Urdu,7,"['order', 'return']",,9.23E+11,,Neutral,,
1592,as per supplier order complete kar dia gaya hain ,Roman Urdu,3,"['order', 'pending', 'call', 'transfer', 'pharmacist']",,,,Neutral,['sbp'],[]
1593,Retailer name: Aftab Ahmed\nRetailer number: 923172342250\nOrder ID: 1V50L5\n\n\nAS PER SUPPLIER ORDER RETURN KARDIYA HAI LEKIN CASH ROOM MEIN MOJOOD HON LIVE SHEET MEIN ADD KARDEIN........ ,Roman Urdu,17,"['order', 'confirm', 'guide', 'delivery', 'timline']",,,,Positive,,
1594,sbp order pending call transfer to pharmacist,Roman Urdu,7,Null,,,,Neutral,['KHI'],[]
1595,6U8X1F  AS PER CUS APNE ORDER KA STATUS CONFIRM KARNE AI YHI SO GUIDE KARDIYA OR DELIVERY TIMLINE BHI GUIDE KARDIYA HAI JAB CALL CUT KARNE LAGA THA TO GALTI SE HOLD PER LAG GAYA THA 1 SEC K LIYE KINDLY NOTED,Roman Urdu,2,"['order', 'complaint']",,,,,,
1596,Y18XGG B2C - Return - Customer change his mind - KHI,English,5,"['order', 'deliver', 'rider', 'mark', 'delivered']",,,,Positive,,
1597,5LR40K // cm asked about order forwarded to complaint relavent department,English,9,"['order', 'pending', 'arrange', 'call back', 'guide']",,,,Neutral,['Onbrez Breezhaler'],
